0	0
-121.5	0.263468
-120.085	0.26296
-118.679	0.262459
-117.283	0.261963
-115.897	0.261473
-114.519	0.260989
-113.151	0.260511
-111.792	0.260038
-110.443	0.259571
-109.102	0.25911
-107.77	0.258654
-106.448	0.258204
-105.134	0.257759
-103.829	0.25732
-102.533	0.256887
-101.245	0.256459
-99.9666	0.256036
-98.6964	0.255618
-97.4348	0.255206
-96.1816	0.2548
-94.9369	0.254398
-93.7006	0.254002
-92.4726	0.253611
-91.2528	0.253225
-90.0413	0.252844
-88.8379	0.252468
-87.6426	0.252097
-86.4554	0.251731
-85.2761	0.25137
-84.1048	0.251014
-82.9413	0.250663
-81.7857	0.250317
-80.6379	0.249976
-79.4978	0.24964
-78.3653	0.249308
-77.2405	0.248981
-76.1232	0.248659
-75.0135	0.248341
-73.9112	0.248028
-72.8164	0.24772
-71.7289	0.247416
-70.6487	0.247117
-69.5758	0.246823
-68.5101	0.246532
-67.4516	0.246247
-66.4002	0.245966
-65.3559	0.245689
-64.3186	0.245416
-63.2883	0.245148
-62.2649	0.244884
-61.2485	0.244625
-60.2388	0.24437
-59.236	0.244119
-58.2399	0.243872
-57.2505	0.243629
-56.2677	0.243391
-55.2916	0.243156
-54.322	0.242926
-53.359	0.2427
-52.4024	0.242477
-51.4523	0.242259
-50.5086	0.242045
-49.5712	0.241835
-48.6401	0.241628
-47.7153	0.241426
-46.7967	0.241227
-45.8843	0.241033
-44.9781	0.240842
-44.0779	0.240655
-43.1838	0.240471
-42.2957	0.240292
-41.4136	0.240116
-40.5375	0.239944
-39.6672	0.239775
-38.8028	0.23961
-37.9442	0.239449
-37.0913	0.239291
-36.2443	0.239137
-35.4029	0.238987
-34.5672	0.23884
-33.7371	0.238696
-32.9125	0.238556
-32.0936	0.238419
-31.2801	0.238286
-30.4722	0.238157
-29.6696	0.23803
-28.8725	0.237907
-28.0807	0.237788
-27.2943	0.237671
-26.5131	0.237558
-25.7372	0.237448
-24.9665	0.237342
-24.2011	0.237239
-23.4407	0.237138
-22.6855	0.237042
-21.9354	0.236948
-21.1903	0.236857
-20.4502	0.23677
-19.7151	0.236685
-18.985	0.236604
-18.2598	0.236526
-17.5394	0.23645
-16.8239	0.236378
-16.1132	0.236309
-15.4073	0.236243
-14.7062	0.23618
-14.0098	0.236119
-13.318	0.236062
-12.6309	0.236007
-11.9485	0.235956
-11.2706	0.235907
-10.5973	0.235861
-9.92854	0.235818
-9.26427	0.235778
-8.60447	0.23574
-7.94911	0.235705
-7.29816	0.235673
-6.6516	0.235644
-6.00938	0.235617
-5.37149	0.235593
-4.7379	0.235572
-4.10856	0.235554
-3.48347	0.235538
-2.86258	0.235524
-2.24587	0.235513
-1.63331	0.235505
-1.02488	0.2355
-0.420538	0.235497
0.179733	0.235496
0.775963	0.235498
1.36818	0.235503
1.95641	0.23551
2.54068	0.235519
3.12102	0.235531
3.69745	0.235545
4.27	0.235562
4.83869	0.235581
5.40356	0.235603
5.96463	0.235627
6.52191	0.235653
7.07545	0.235681
7.62526	0.235712
8.17137	0.235746
8.7138	0.235781
9.25258	0.235819
9.78774	0.235859
10.3193	0.235901
10.8473	0.235946
11.3717	0.235992
11.8926	0.236041
